Roll No,Course Code,Slot,Inst name
12141300,CSL511/CS511,K ,Prof. Santosh Biswas
12141300,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141300,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141310,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12141310,CYL101/IC201,G3 ,Dr. Raghavender Medishetty
12141310,LAL201/LA322,G1 ,Dr. Rekha Ravindran
12141310,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141310,EVL501/EV512,K ,DPGC_EVT
12141320,EEL521/EE525,B ,Dr. Shailendra Kumar
12141320,EVL501/EV512,K ,DPGC_EVT
12141320,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141320,EEL601/EE612,J ,Dr. Avishek Adhikary
12141330,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141330,EVL501/EV512,K ,DPGC_EVT
12141330,EEL621/EE509,G3,Dr. Shashank Kurm
12141330,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141340,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141340,MEL611/ME512,C ,Dr. Udayraj
12141340,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141340,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141350,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141350,EEL601/EE612,J ,Dr. Avishek Adhikary
12141350,EVL501/EV512,K ,DPGC_EVT
12141350,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141350,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141360,EVL501/EV512,K ,DPGC_EVT
12141360,EEL621/EE509,G3,Dr. Shashank Kurm
12141360,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141360,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141370,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141370,CSL608/CS608,"M12,C3 ",Dr. I. Vinod Kumar Reddy
12141370,EVL501/EV512,K ,DPGC_EVT
12141370,CSL510/CS510,I ,Dr. Rishi Ranjan Singh
12141380,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141380,CSL505/CS553,J ,Dr. Dhiman Saha
12141380,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141380,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141380,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141390,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141390,CSL608/CS608,"M12,C3 ",Dr. I. Vinod Kumar Reddy
12141390,CSL511/CS511,K ,Prof. Santosh Biswas
12141390,CSL505/CS553,J ,Dr. Dhiman Saha
12141400,EVL501/EV512,K ,DPGC_EVT
12141400,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141400,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141400,EEL621/EE509,G3,Dr. Shashank Kurm
12141410,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141410,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141410,EEL621/EE509,G3,Dr. Shashank Kurm
12141410,EVL501/EV512,K ,DPGC_EVT
12141420,EEL621/EE509,G3,Dr. Shashank Kurm
12141420,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141420,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141420,EVL501/EV512,K ,DPGC_EVT
12141430,MEL251/ME251,A ,Dr. Rahul Jain
12141430,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141430,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12141430,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141430,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141440,MEL659/ME659,K ,Dr. Jose Immanuel R
12141440,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141440,MEL624/ME624,M ,Dr. Vijay S Duryodhan/Dr. Udayraj
12141440,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141450,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12141450,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141450,EVL501/EV512,K ,DPGC_EVT
12141450,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141450,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141460,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141460,LAL226/LA353,H3 ,Dr. Anubhav Pradhan
12141460,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141460,EEL601/EE612,J ,Dr. Avishek Adhikary
12141460,MEL659/ME659,K ,Dr. Jose Immanuel R
12141460,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141470,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141470,MEL659/ME659,K ,Dr. Jose Immanuel R
12141470,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141480,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141480,CSL505/CS553,J ,Dr. Dhiman Saha
12141480,CSL511/CS511,K ,Prof. Santosh Biswas
12141490,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141490,MEL611/ME512,C ,Dr. Udayraj
12141490,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141490,MEL659/ME659,K ,Dr. Jose Immanuel R
12141500,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141500,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141500,MEL659/ME659,K ,Dr. Jose Immanuel R
12141510,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141510,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141510,EVL501/EV512,K ,DPGC_EVT
12141510,EEL621/EE509,G3,Dr. Shashank Kurm
12141520,MEL611/ME512,C ,Dr. Udayraj
12141520,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12141520,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141520,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141540,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141540,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141540,CSL510/CS510,I ,Dr. Rishi Ranjan Singh
12141540,CSL608/CS608,"M12,C3 ",Dr. I. Vinod Kumar Reddy
12141550,CSL511/CS511,K ,Prof. Santosh Biswas
12141550,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141550,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141560,MEL612/ME612,G ,Dr. Vijay S Duryodhan
12141560,MEL659/ME659,K ,Dr. Jose Immanuel R
12141560,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141560,MEL652/ME657,L ,"Dr. Kaushik Bandyopadhyay, Dr. Rahul Jain"
12141570,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141570,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141570,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141570,CSL505/CS553,J ,Dr. Dhiman Saha
12141580,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141580,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141580,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141580,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141580,CSL505/CS553,J ,Dr. Dhiman Saha
12141590,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141590,DSL506/DS519,F ,"Dr. Soumajit Pramanik, Dr. Gagan Raj Gupta"
12141590,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141590,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141600,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141600,CSL511/CS511,K ,Prof. Santosh Biswas
12141600,CSL505/CS553,J ,Dr. Dhiman Saha
12141600,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141610,LAL221/LA302,H12 ,Dr. Sruthi Vinayan
12141610,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12141610,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141610,EVL501/EV512,K ,DPGC_EVT
12141610,EEL621/EE509,G3,Dr. Shashank Kurm
12141610,LAL226/LA353,H3 ,Dr. Anubhav Pradhan
12141620,EVL501/EV512,K ,DPGC_EVT
12141620,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141620,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141620,EEL621/EE509,G3,Dr. Shashank Kurm
12141630,DSL506/DS519,F ,"Dr. Soumajit Pramanik, Dr. Gagan Raj Gupta"
12141630,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141630,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141630,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141640,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141640,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141640,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141640,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141640,CSL511/CS511,K ,Prof. Santosh Biswas
12141650,CSL511/CS511,K ,Prof. Santosh Biswas
12141650,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141660,EVL501/EV512,K ,DPGC_EVT
12141660,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141660,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141660,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141670,EVL501/EV512,K ,DPGC_EVT
12141670,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141670,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141670,EEL621/EE509,G3,Dr. Shashank Kurm
12141680,CSL608/CS608,"M12,C3 ",Dr. I. Vinod Kumar Reddy
12141680,CSL510/CS510,I ,Dr. Rishi Ranjan Singh
12141680,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141690,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141690,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141690,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141690,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141690,CSL505/CS553,J ,Dr. Dhiman Saha
12141700,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141700,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141700,MEL611/ME512,C ,Dr. Udayraj
12141700,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141720,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141720,DSL506/DS519,F ,"Dr. Soumajit Pramanik, Dr. Gagan Raj Gupta"
12141720,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141720,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141720,EEL621/EE509,G3,Dr. Shashank Kurm
12141730,EVL501/EV512,K ,DPGC_EVT
12141730,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141730,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141730,CSL505/CS553,J ,Dr. Dhiman Saha
12141740,MEL251/ME251,A ,Dr. Rahul Jain
12141740,MEL624/ME624,M ,Dr. Vijay S Duryodhan/Dr. Udayraj
12141740,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141740,EEL601/EE612,J ,Dr. Avishek Adhikary
12141740,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141740,MEL611/ME512,C ,Dr. Udayraj
12141750,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12141750,EEL621/EE509,G3,Dr. Shashank Kurm
12141750,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141750,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141760,CSL510/CS510,I ,Dr. Rishi Ranjan Singh
12141760,CSL608/CS608,"M12,C3 ",Dr. I. Vinod Kumar Reddy
12141760,CSL511/CS511,K ,Prof. Santosh Biswas
12141760,LAL247/LA365,G1 ,Dr. Anindita Ghosh
12141770,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12141770,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141770,DSL504/DS504,I ,Dr. Soumajit Pramanik
12141770,EEL605/DS601,L ,Dr. Hathiram Nanavath
12141770,CSL511/CS511,K ,Prof. Santosh Biswas
12141780,LAL221/LA302,H12 ,Dr. Sruthi Vinayan
12141780,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12141780,EEL621/EE509,G3,Dr. Shashank Kurm
12141780,LAL226/LA353,H3 ,Dr. Anubhav Pradhan
12141780,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141790,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12141790,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12141790,MEL624/ME624,M ,Dr. Vijay S Duryodhan/Dr. Udayraj
12141790,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12210280,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240010,MAL100/IC153/IC202,B ,Dr. Arnab Patra
12240010,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240010,MAL100/IC153/IC202,B ,Dr. Arnab Patra
12240010,MEL659/ME659,K ,Dr. Jose Immanuel R
12240030,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240030,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240030,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240040,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240040,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240060,EEL204/EE207,F ,"Dr. Nikhil Chander, Dr. Praveen Kumar"
12240060,EEL621/EE509,G3,Dr. Shashank Kurm
12240060,EEL601/EE612,J ,Dr. Avishek Adhikary
12240060,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240070,MAL403/IC105,C ,Dr. Lakshmi Kanta Patra
12240070,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240070,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12240070,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240080,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240080,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240090,EEL601/EE612,J ,Dr. Avishek Adhikary
12240090,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240090,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240090,EEL521/EE525,B ,Dr. Shailendra Kumar
12240100,EEL601/EE612,J ,Dr. Avishek Adhikary
12240100,EEL521/EE525,B ,Dr. Shailendra Kumar
12240100,EEL621/EE509,G3,Dr. Shashank Kurm
12240110,CSL100/MAL400/IC100,A12 ,Dr. Sk Subidh Ali
12240110,EEL601/EE612,J ,Dr. Avishek Adhikary
12240110,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240120,MEL611/ME512,C ,Dr. Udayraj
12240120,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240130,MEL611/ME512,C ,Dr. Udayraj
12240130,MEL659/ME659,K ,Dr. Jose Immanuel R
12240140,EEL601/EE612,J ,Dr. Avishek Adhikary
12240140,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240140,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240150,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240150,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240160,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240160,MEL611/ME512,C ,Dr. Udayraj
12240170,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12240170,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240180,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240180,EEL621/EE509,G3,Dr. Shashank Kurm
12240180,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240180,EEL601/EE612,J ,Dr. Avishek Adhikary
12240210,EEL621/EE509,G3,Dr. Shashank Kurm
12240210,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240210,EEL601/EE612,J ,Dr. Avishek Adhikary
12240210,EEL521/EE525,B ,Dr. Shailendra Kumar
12240230,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240230,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240230,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240240,EEL621/EE509,G3,Dr. Shashank Kurm
12240240,EEL521/EE525,B ,Dr. Shailendra Kumar
12240240,EEL601/EE612,J ,Dr. Avishek Adhikary
12240240,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240250,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240250,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240260,EEL621/EE509,G3,Dr. Shashank Kurm
12240260,EEL601/EE612,J ,Dr. Avishek Adhikary
12240260,EEL521/EE525,B ,Dr. Shailendra Kumar
12240280,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240280,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240290,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240290,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240300,EEL521/EE525,B ,Dr. Shailendra Kumar
12240300,EEL621/EE509,G3,Dr. Shashank Kurm
12240300,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240300,EEL601/EE612,J ,Dr. Avishek Adhikary
12240330,EEL601/EE612,J ,Dr. Avishek Adhikary
12240330,EEL621/EE509,G3,Dr. Shashank Kurm
12240330,EEL521/EE525,B ,Dr. Shailendra Kumar
12240340,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240340,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240350,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240360,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240360,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240370,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240370,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240370,EEL521/EE525,B ,Dr. Shailendra Kumar
12240370,EEL601/EE612,J ,Dr. Avishek Adhikary
12240380,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12240380,EEL621/EE509,G3,Dr. Shashank Kurm
12240380,CSL511/CS511,K ,Prof. Santosh Biswas
12240380,EEL521/EE525,B ,Dr. Shailendra Kumar
12240390,EEL521/EE525,B ,Dr. Shailendra Kumar
12240390,EEL601/EE612,J ,Dr. Avishek Adhikary
12240390,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240390,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240400,MAL403/IC105,C ,Dr. Lakshmi Kanta Patra
12240400,LAL221/LA302,H12 ,Dr. Sruthi Vinayan
12240410,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240410,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240420,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240420,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240420,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240430,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240430,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240440,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240440,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240440,EEL601/EE612,J ,Dr. Avishek Adhikary
12240450,MAL100/IC153/IC202,B ,Dr. Arnab Patra
12240450,EEL601/EE612,J ,Dr. Avishek Adhikary
12240450,EEL621/EE509,G3,Dr. Shashank Kurm
12240450,EEL204/EE207,F ,"Dr. Nikhil Chander, Dr. Praveen Kumar"
12240450,MAL100/IC153/IC202,B ,Dr. Arnab Patra
12240460,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240460,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240470,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240470,CSL505/CS553,J ,Dr. Dhiman Saha
12240480,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240480,CSL505/CS553,J ,Dr. Dhiman Saha
12240490,EEL601/EE612,J ,Dr. Avishek Adhikary
12240490,EEL521/EE525,B ,Dr. Shailendra Kumar
12240490,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240490,EEL621/EE509,G3,Dr. Shashank Kurm
12240500,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240500,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240510,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240510,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240510,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240520,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240520,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240520,PHL502/PH502,B ,Dr. Sabyasachi Ghosh
12240520,EEL601/EE612,J ,Dr. Avishek Adhikary
12240530,EEL621/EE509,G3,Dr. Shashank Kurm
12240530,EEL204/EE207,F ,"Dr. Nikhil Chander, Dr. Praveen Kumar"
12240530,EEL601/EE612,J ,Dr. Avishek Adhikary
12240540,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240540,CSL201/MAL503/CS101,B ,Dr. Barun Gorain
12240540,CS102,F12 ,Dr. I. Vinod Kumar Reddy
12240540,EEL601/EE612,J ,Dr. Avishek Adhikary
12240550,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240550,EEL601/EE612,J ,Dr. Avishek Adhikary
12240550,EEL621/EE509,G3,Dr. Shashank Kurm
12240550,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240560,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240560,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240560,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240570,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240570,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240580,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240580,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240590,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240600,EEL601/EE612,J ,Dr. Avishek Adhikary
12240600,EEL521/EE525,B ,Dr. Shailendra Kumar
12240600,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240600,EEL621/EE509,G3,Dr. Shashank Kurm
12240610,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240610,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240620,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240620,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240620,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240640,MAL403/IC105,C ,Dr. Lakshmi Kanta Patra
12240640,EEL204/EE207,F ,"Dr. Nikhil Chander, Dr. Praveen Kumar"
12240640,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240640,EEL601/EE612,J ,Dr. Avishek Adhikary
12240640,EEL621/EE509,G3,Dr. Shashank Kurm
12240650,MEL659/ME659,K ,Dr. Jose Immanuel R
12240650,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240660,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240660,EEL601/EE612,J ,Dr. Avishek Adhikary
12240680,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12240680,MEL251/ME251,A ,Dr. Rahul Jain
12240680,MEL611/ME512,C ,Dr. Udayraj
12240690,MEL251/ME251,A ,Dr. Rahul Jain
12240690,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240690,MEL211/ME111,"E1, F1 ",Dr. Nagesh D. Patil
12240700,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240710,EEL601/EE612,J ,Dr. Avishek Adhikary
12240710,EEL521/EE525,B ,Dr. Shailendra Kumar
12240710,EEL621/EE509,G3,Dr. Shashank Kurm
12240720,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240720,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240730,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240730,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240730,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240740,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240740,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240750,MEL611/ME512,C ,Dr. Udayraj
12240750,MEL659/ME659,K ,Dr. Jose Immanuel R
12240760,MEL659/ME659,K ,Dr. Jose Immanuel R
12240760,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240770,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240770,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240770,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240780,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240780,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240790,MEL558/ME558,D ,"Dr. Purnendu Das, Dr. Soumya Gangopadhyay"
12240790,MEL659/ME659,K ,Dr. Jose Immanuel R
12240810,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240810,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240820,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240820,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240820,EEL621/EE509,G3,Dr. Shashank Kurm
12240820,EEL601/EE612,J ,Dr. Avishek Adhikary
12240830,EEL601/EE612,J ,Dr. Avishek Adhikary
12240830,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240830,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240840,EEL605/DS601,L ,Dr. Hathiram Nanavath
12240840,EEL601/EE612,J ,Dr. Avishek Adhikary
12240840,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240840,EEL621/EE509,G3,Dr. Shashank Kurm
12240850,CSL505/CS553,J ,Dr. Dhiman Saha
12240850,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240850,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240870,DSL504/DS504,I ,Dr. Soumajit Pramanik
12240870,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240870,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240880,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
12240880,CSL505/CS553,J ,Dr. Dhiman Saha
12240880,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240910,ECL503/EC503,C ,Dr. Vivek Raghuwanshi
12240910,EEL621/EE509,G3,Dr. Shashank Kurm
12240910,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240910,EEL601/EE612,J ,Dr. Avishek Adhikary
12240920,EEL521/EE525,B ,Dr. Shailendra Kumar
12240920,EEL601/EE612,J ,Dr. Avishek Adhikary
12240920,LAL252/LA252,H23 ,Dr. Eslavath Rajkumar 
12240920,EEL621/EE509,G3,Dr. Shashank Kurm
12240950,DSL501/CS550,M ,Dr. Rajesh Kumar Mundotiya
